Name,Team,player_type,fg_auction_dollars,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp,replacement_position,replacement_level_sgp,repl_sgp_total,repl_sgp_R,repl_sgp_HR,repl_sgp_RBI,repl_sgp_SB,repl_sgp_AVG,repl_sgp_W,repl_sgp_SV,repl_sgp_SO,repl_sgp_ERA,repl_sgp_WHIP,sgpar_R,sgpar_HR,sgpar_RBI,sgpar_SB,sgpar_AVG,sgpar_W,sgpar_SV,sgpar_SO,sgpar_ERA,sgpar_WHIP,sgpar_hitting,sgpar_pitching,sgpar_total,sgpar,$_R,$_RBI,$_HR,$_SB,$_AVG,$_W,$_SV,$_SO,$_ERA,$_WHIP,$_cat,standings_value,billikenTeam,slot,contract,salary,sgpar_random_delta,sgpar_randomized
Austin Riley,ATL,hitter,21.410701128117527,672,608,159,30,88,92,3,0.261176,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.3607095134552436,0.517981826521853,0.02475161575803933,0.0860077976490001,1.291994061520144,0,0,0,0,0,0,1.291994061520144,0,0,0,1,0,0,1,0,1,0,0,3B,0.4518055273846128,0.4518055273846128,0.1182669295440758,0.08416555313955683,0.18917597142537235,0.04785312379887603,0.01234394947673169,0,0,0,0,0,0.184276378591932,0.2765439603156868,0.32880585509648064,-0.0231015080408367,0.07366384817226841,0,0,0,0,0,0.8401885341355312,0,0.8401885341355312,0.8401885341355312,2.9677631039291277,3.24778578784758,4.07373392810286,-1.4771395076201643,3.12473833171215,0,0,0,0,0,11.936881643971551,11.936881643971551,Erie Lakers,IL,Opt,35,0,0.8401885341355312
James Wood,WSN,hitter,25.634677238147475,644,558,146,27,89,84,16,0.261183,NA,NA,NA,NA,NA,NA,0.305981300273917,0.32463856210971925,0.472939928563431,0.13200861737620975,0.07896369320226668,1.3145321015255438,0,0,0,0,0,0,1.3145321015255438,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.17465000060578634,0.2188304381628478,0.2657471979546898,0.0528034469504839,0.083960712247166,0,0,0,0,0,0.7959917959209739,0,0.7959917959209739,0.7959917959209739,2.8127307029776065,2.624922760041194,3.223563369194437,3.376318874560377,3.5615198286008085,0,0,0,0,0,15.599055535374424,15.599055535374424,Erie Lakers,OF,Opt,2,0,0.7959917959209739
Ezequiel Tovar,COL,hitter,16.72313081021123,651,605,161,21,82,74,9,0.266026,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.2524966594186705,0.4166375561154035,0.07425484727411799,0.1072974893375091,1.132601907454254,0,0,0,0,0,0,1.132601907454254,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.1863391738746776,0.2019973275349364,0.28038581479117697,0.01650107717202622,0.09811692179115102,0,0,0,0,0,0.7833403151639682,0,0.7833403151639682,0.7833403151639682,3.0009843327044545,2.7695159629248196,2.97559695617948,1.055099648300118,4.162010458555326,0,0,0,0,0,13.963207358664198,13.963207358664198,Erie Lakers,SS,2027,11,0,0.7833403151639682
Ryan O'Hearn,PIT,hitter,11.644166764656504,546,486,130,15,64,63,3,0.267153,NA,NA,NA,NA,NA,NA,0.22003149682618753,0.1803547567276218,0.3547049464225732,0.02475161575803933,0.09024595286999117,0.870088768604413,0,0,0,0,0,0,0.870088768604413,0,1,0,0,0,1,1,0,1,0,0,1B,0.4466098192993388,0.4466098192993388,0.11345374055100294,0.1106175841262747,0.19705830356809623,0.04125269293006554,-0.01577250187610062,0,0,0,0,0,0.10657775627518461,0.0697371726013471,0.157646642854477,-0.01650107717202621,0.10601845474609178,0,0,0,0,0,0.4234789493050743,0,0.4234789493050743,0.4234789493050743,1.716430153391847,1.5571575695159627,1.0272894253476776,-1.0550996483001172,4.497184679237502,0,0,0,0,0,7.742962179192872,7.742962179192872,Erie Lakers,1B/3B,2,11,0,0.4234789493050743
Daylen Lile,WSN,hitter,14.073423191731564,553,505,135,11,66,64,14,0.267165,NA,NA,NA,NA,NA,NA,0.2269074811020059,0.1322601549335893,0.360335183667376,0.11550754020418354,0.09381893211507872,0.9288292920222334,0,0,0,0,0,0,0.9288292920222334,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.09557618143387522,0.02645203098671784,0.1531424530586348,0.03630236977845769,0.09881595115997804,0,0,0,0,0,0.4102889864176636,0,0.4102889864176636,0.4102889864176636,1.5392502665901078,1.5126673532440782,0.38966150616636025,2.3212192262602596,4.191662505223567,0,0,0,0,0,9.954460857484372,9.954460857484372,Erie Lakers,Util,2,1,0,0.4102889864176636
Brady Singer,CIN,pitcher,2.759366733179274,NA,NA,NA,NA,NA,NA,NA,NA,169,10,0,160,4.3777,1.29694,0,0,0,0,0,0,0.2452991146598476,0,0.4415340025032112,0.04478008686694799,0.04638210302273037,0.7779953070527372,0.7779953070527372,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.10547861930373448,-0.03627746556510604,0.2086248161827673,0.02144660256006025,0.03475054373317127,0,0.3340231162146272,0.3340231162146272,0.3340231162146272,0,0,0,0,0,5.443037974683549,-3.9795918367346976,5.191779428222605,1.677566329213806,2.578102964910141,10.910894860295404,10.910894860295404,Erie Lakers,P,2,2,0,0.3340231162146272
Lourdes Gurriel Jr.,ARI,hitter,10.28881968052356,469,433,115,15,52,61,7,0.265903,NA,NA,NA,NA,NA,NA,0.17877559117127736,0.1803547567276218,0.34344447193296773,0.05775377010209177,0.07639895125100477,0.8367275411849635,0,0,0,0,0,0,0.8367275411849635,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.04744429150314669,0.07454663278075034,0.13625174132422654,-0.02145140032363408,0.08139597029590409,0,0,0,0,0,0.31818723558039363,0,0.31818723558039363,0.31818723558039363,0.7640882618324996,1.3458290422245107,1.0981369719233796,-1.3716295427901528,3.4527263337603458,0,0,0,0,0,5.289151066950582,5.289151066950582,Erie Lakers,IL,Opt,13,0,0.31818723558039363
Brandon Marsh,PHI,hitter,10.246498110117702,497,440,113,14,59,59,10,0.256041,NA,NA,NA,NA,NA,NA,0.20284153613664163,0.16833110627911368,0.33218399744336224,0.08250538586013109,0.04552244598775095,0.8313844717069996,0,0,0,0,0,0,0.8313844717069996,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.07151023646851096,0.06252298233224222,0.12499126683462106,0.00330021543440524,0.05051946503265028,0,0,0,0,0,0.3128441661024298,0,0.3128441661024298,0.3128441661024298,1.1516692642113038,1.2346035015447991,0.9210181054841248,0.2110199296600235,2.1429793962968957,0,0,0,0,0,5.661290197197147,5.661290197197147,Erie Lakers,OF,2,8,0,0.3128441661024298
Francisco Lindor,NYM,hitter,23.634490627997064,630,558,146,26,94,78,22,0.261147,NA,NA,NA,NA,NA,NA,0.32317126096346294,0.31261491166121114,0.4391585050946145,0.1815118488922884,0.07881503774218668,1.3352715643537638,0,0,0,0,0,0,1.3352715643537638,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.22759507952958777,0.262115579777477,0.30290676377038794,0.12375807879019664,0.0696344701958286,0,0,0,0,0,0.986009972063478,0,0.986009972063478,0.986009972063478,3.665408908210976,2.9919670442842428,3.8611912883757538,7.913247362250884,2.953816609207322,0,0,0,0,0,21.38563121232918,21.38563121232918,National Pastime,SS,2,33,0,0.986009972063478
Willy Adames,SFG,hitter,15.948140887649082,679,596,141,27,85,87,12,0.236342,NA,NA,NA,NA,NA,NA,0.29222933172228033,0.32463856210971925,0.4898306402978392,0.09900646303215732,-0.02522073714786092,1.180484260014135,0,0,0,0,0,0,1.180484260014135,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.19665315028840513,0.27413923022598513,0.3535788989736126,0.04125269293006555,-0.034401304694219,0,0,0,0,0,0.8312226677238495,0,0.8312226677238495,0.8312226677238495,3.1670904765810852,3.492481977342944,4.038310154815009,2.6377491207502946,-1.4592650004863983,0,0,0,0,0,11.876366729002935,11.876366729002935,National Pastime,2B/SS,2026,27,0,0.8312226677238495
Brice Turang,MIL,hitter,19.528194412480108,651,582,151,14,83,68,28,0.258773,NA,NA,NA,NA,NA,NA,0.28535334744646196,0.16833110627911368,0.38285613264658697,0.23101508040836707,0.07198029562705978,1.1395359624075896,0,0,0,0,0,0,1.1395359624075896,0,0,1,0,0,0,0,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.17465000060578634,0.09618920358806496,0.21957925254730723,0.1518099099826412,0.06956672141058821,0,0,0,0,0,0.711795088134388,0,0.711795088134388,0.711795088134388,2.8127307029776065,2.1688980432543765,1.4169509315140385,9.706916764361084,2.9509427812520883,0,0,0,0,0,19.05643922335919,19.05643922335919,National Pastime,2B,Opt,7,0,0.711795088134388
Michael Harris II,ATL,hitter,23.2275830512518,574,539,148,22,71,77,18,0.275134,NA,NA,NA,NA,NA,NA,0.2440974417915518,0.2645203098671786,0.43352826784981174,0.14850969454823598,0.13192151858347473,1.222577232640253,0,0,0,0,0,0,1.222577232640253,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.11276614212342112,0.15871218592030717,0.22633553724107056,0.06930452412251013,0.13691853762837403,0,0,0,0,0,0.704036927035683,0,0.704036927035683,0.704036927035683,1.816093839717825,2.235633367662204,2.337969036998163,4.431418522860495,5.807931753019875,0,0,0,0,0,16.629046520258562,16.629046520258562,National Pastime,OF,2028,21,0,0.704036927035683
Alec Burleson,STL,hitter,20.111557678406964,602,551,152,22,70,79,6,0.275762,NA,NA,NA,NA,NA,NA,0.2406594496536426,0.2645203098671786,0.4447887423394172,0.04950323151607866,0.13741922740898713,1.1368909607853042,0,0,0,0,0,0,1.1368909607853042,0,1,0,0,0,1,1,0,1,0,0,1B,0.4466098192993388,0.4466098192993388,0.11345374055100294,0.1106175841262747,0.19705830356809623,0.04125269293006554,-0.01577250187610062,0,0,0,0,0,0.12720570910263967,0.1539027257409039,0.24773043877132095,0.00825053858601312,0.15319172928508776,0,0,0,0,0,0.6902811414859654,0,0.6902811414859654,0.6902811414859654,2.048642441145107,2.446961894953655,2.267121490422461,0.5275498241500597,6.4982224045497325,0,0,0,0,0,13.788498055221016,13.788498055221016,National Pastime,OF,Opt,1,0,0.6902811414859654
Ivan Herrera,STL,hitter,16.545696557008952,601,520,142,19,77,74,10,0.273423,NA,NA,NA,NA,NA,NA,0.26472539461900685,0.22844935852165427,0.4166375561154035,0.08250538586013109,0.12068710718160516,1.113004802297801,0,0,0,0,0,0,1.113004802297801,0,0,0,0,0,0,0,0,1,0,0,Util,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.13339409495087615,0.1226412345747828,0.2094448255066623,0.00330021543440524,0.1256841262265045,0,0,0,0,0,0.5944644966932311,0,0.5944644966932311,0.5944644966932311,2.148306127471085,2.068795056642636,1.8066124376803985,0.2110199296600235,5.331380543537156,0,0,0,0,0,11.5661140949913,11.5661140949913,National Pastime,C,Opt,2,0,0.5944644966932311
Nick Pivetta,SDP,pitcher,15.825939996109724,NA,NA,NA,NA,NA,NA,NA,NA,173,10,0,190,3.91625,1.169,0,0,0,0,0,0,0.2452991146598476,0,0.5243216279725633,0.08147268371390132,0.1041328618022779,0.95522628814859,0.95522628814859,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.10547861930373448,-0.03627746556510604,0.29141244165211944,0.05813919940701358,0.0925013025127188,0,0.5112540973104802,0.5112540973104802,0.5112540973104802,0,0,0,0,0,5.443037974683549,-3.9795918367346976,7.252009360056974,4.547683627722304,6.862565492419914,20.12570461814804,20.12570461814804,National Pastime,P,2,13,0,0.5112540973104802
Freddy Peralta,NYM,pitcher,13.82409861882277,NA,NA,NA,NA,NA,NA,NA,NA,162,11,0,177,3.82923,1.2182,0,0,0,0,0,0,0.26982902612583237,0,0.4884469902691774,0.08258468039194433,0.07711075360747456,0.9179714503944286,0.9179714503944286,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.13000853076971924,-0.03627746556510604,0.2555378039487335,0.05925119608505659,0.06547919431791546,0,0.4739992595563187,0.4739992595563187,0.4739992595563187,0,0,0,0,0,6.708860759493677,-3.9795918367346976,6.3592430562620805,4.6346646859136165,4.857826292076255,18.58100295701093,18.58100295701093,National Pastime,P,Opt,24,0,0.4739992595563187
Nolan Gorman,STL,hitter,6.5864806494469494,532,472,104,24,63,70,4,0.220308,NA,NA,NA,NA,NA,NA,0.21659350468827832,0.2885676107641949,0.3941166071361925,0.03300215434405244,-0.07597862985025577,0.8563012470824622,0,0,0,0,0,0,0.8563012470824622,0,0,1,1,0,0,1,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.10589015784760272,0.2164257080731462,0.23083972703691277,-0.04620301608167341,-0.07839220406672734,0,0,0,0,0,0.42856037280926096,0,0.42856037280926096,0.42856037280926096,1.7053564104667374,2.2801235839340888,3.1881395959065864,-2.9542790152403295,-3.325309918399296,0,0,0,0,0,0.8940306566677867,0.8940306566677867,National Pastime,Bench,2,6,0,0.42856037280926096
Matthew Boyd,CHC,pitcher,11.317771582137928,NA,NA,NA,NA,NA,NA,NA,NA,167,11,0,149,3.88958,1.22579,0,0,0,0,0,0,0.26982902612583237,0,0.4111785398311154,0.0806350472024809,0.07624636002399172,0.8378889731834205,0.8378889731834205,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.13000853076971924,-0.03627746556510604,0.1782693535106715,0.05730156289559315,0.06461480073443263,0,0.39391678234531047,0.39391678234531047,0.39391678234531047,0,0,0,0,0,6.708860759493677,-3.9795918367346976,4.436361786550004,4.482163189054042,4.793697923969623,16.441491822332647,16.441491822332647,National Pastime,P,2,7,0,0.39391678234531047
Mark Vientos,NYM,hitter,5.627948946450192,441,401,100,20,52,63,1,0.250153,NA,NA,NA,NA,NA,NA,0.17877559117127736,0.2404730089701624,0.3547049464225732,0.00825053858601311,0.02401494999352629,0.8062190351435523,0,0,0,0,0,0,0.8062190351435523,0,0,0,1,0,0,1,0,1,0,0,3B,0.4518055273846128,0.4518055273846128,0.1182669295440758,0.08416555313955683,0.18917597142537235,0.04785312379887603,0.01234394947673169,0,0,0,0,0,0.06050866162720156,0.15630745583060557,0.16552897499720087,-0.03960258521286292,0.0116710005167946,0,0,0,0,0,0.3544135077589397,0,0.3544135077589397,0.3544135077589397,0.9744893774095644,1.6350154479917611,2.302545263710312,-2.5322391559202826,0.4950708331035779,0,0,0,0,0,2.874881766294933,2.874881766294933,National Pastime,3B,Opt,1,0,0.3544135077589397
Raisel Iglesias,ATL,pitcher,10.818417293138394,NA,NA,NA,NA,NA,NA,NA,NA,66,5,26,71,3.61421,1.1511,0,0,0,0,0,0,0.1226495573299238,0.3627746556510604,0.19593071361079997,0.03997994411856494,0.04275088550324962,0.7640857562135986,0.7640857562135986,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.01717093802618932,0.32649719008595435,-0.03697847270964394,0.0166464598116772,0.03111932621369052,0,0.32011356537548885,0.32011356537548885,0.32011356537548885,0,0,0,0,0,-0.886075949367089,35.81632653061228,-0.9202360362193508,1.3020962365706286,2.30870710379529,37.62081788539176,37.62081788539176,National Pastime,P,2,24,0,0.32011356537548885
Tyler Stephenson,CIN,hitter,8.509710430680318,450,398,93,14,50,53,1,0.23382,NA,NA,NA,NA,NA,NA,0.171899606895459,0.16833110627911368,0.2984025739745457,0.00825053858601311,-0.02427004314804853,0.622613782587083,0,0,0,0,0,0,0.622613782587083,1,0,0,0,0,0,0,0,1,0,0,C,0.30256973257349196,0.30256973257349196,0.08319940973740216,0.06011825224254059,0.13850383622214762,0.01650107717202622,0.00424715719937533,0,0,0,0,0,0.08870019715805684,0.1082128540365731,0.1598987377523981,-0.00825053858601311,-0.02851720034742386,0,0,0,0,0,0.32004405001359104,0,0.32004405001359104,0.32004405001359104,1.4285128373390206,1.579402677651905,1.5940697979532932,-0.5275498241500589,-1.2096678526802296,0,0,0,0,0,2.8647676361139305,2.8647676361139305,National Pastime,C,2,12,0,0.32004405001359104
Dennis Santana,PIT,pitcher,7.275863305705206,NA,NA,NA,NA,NA,NA,NA,NA,68,4,26,63,3.72238,1.24687,0,0,0,0,0,0,0.09811964586393904,0.3627746556510604,0.17385401348563942,0.03790828372322617,0.02737740561575842,0.7000340043396235,0.7000340043396235,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.04170084949217409,0.32649719008595435,-0.05905517283480449,0.01457479941633842,0.01574584632619932,0,0.25606181350151347,0.25606181350151347,0.25606181350151347,0,0,0,0,0,-2.151898734177217,35.81632653061228,-1.4696306847085152,1.1400496972619651,1.1681662713048244,34.50301308029334,34.50301308029334,National Pastime,P,2,3,0,0.25606181350151347
Matthew Liberatore,STL,pitcher,1.25062397092323,NA,NA,NA,NA,NA,NA,NA,NA,150,9,0,125,4.22159,1.31325,0,0,0,0,0,0,0.22076920319386284,0,0.34494843945563375,0.05019765655396194,0.03490551398323434,0.6508208131866928,0.6508208131866928,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.08094870783774971,-0.03627746556510604,0.11203925313518984,0.0268641722470742,0.02327395469367524,0,0.20684862234858295,0.20684862234858295,0.20684862234858295,0,0,0,0,0,4.177215189873421,-3.9795918367346976,2.7881778410825104,2.101331933469888,1.7266679929290625,6.813801120620185,6.813801120620185,National Pastime,P,2,1,0,0.20684862234858295
Fernando Tatis Jr.,SDP,hitter,33.83731096170961,672,586,158,30,102,90,25,0.269872,NA,NA,NA,NA,NA,NA,0.35067519806673636,0.3607095134552436,0.5067213520322474,0.20626346465032777,0.12060608847468993,1.5449756166792452,0,0,0,0,0,0,1.5449756166792452,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.21934389839860569,0.25490138950837216,0.2995286214235062,0.1270582942246019,0.12560310751958925,0,0,0,0,0,1.0264353110746751,0,1.0264353110746751,1.0264353110746751,3.5325239931096712,2.9585993820803287,3.7549199685122017,8.124267291910908,5.327943820295496,0,0,0,0,0,23.698254455908604,23.698254455908604,Big Red Machine,OF,2026,31,0,1.0264353110746751
Ketel Marte,ARI,hitter,24.51637568914773,637,554,152,27,94,86,6,0.273494,NA,NA,NA,NA,NA,NA,0.32317126096346294,0.32463856210971925,0.48420040305303647,0.04950323151607866,0.1288692672081527,1.3103827248504498,0,0,0,0,0,0,1.3103827248504498,0,0,1,0,0,0,0,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.21246791412278732,0.25249665941867055,0.3209235229537567,-0.02970193890964718,0.1264556929916811,0,0,0,0,0,0.8826418505772485,0,0.8826418505772485,0.8826418505772485,3.4217865638585843,3.169927909371781,3.719496195224351,-1.8991793669402115,5.364109545706367,0,0,0,0,0,13.776140847220873,13.776140847220873,Big Red Machine,2B,2,29,0,0.8826418505772485
Dansby Swanson,CHC,hitter,14.68158887264464,686,619,149,22,82,80,16,0.240941,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.2645203098671786,0.45041897958422,0.13200861737620975,-0.00512723750901395,1.1237360246271473,0,0,0,0,0,0,1.1237360246271473,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.1863391738746776,0.21402097798344452,0.3141672382599935,0.07425484727411799,-0.01430780505537203,0,0,0,0,0,0.7744744323368616,0,0.7744744323368616,0.7744744323368616,3.0009843327044545,3.1031925849639546,3.1527158226187346,4.74794841735053,-0.606921142575019,0,0,0,0,0,13.397920015062656,13.397920015062656,Big Red Machine,SS,2,19,0,0.7744744323368616
Michael Busch,CHC,hitter,18.860909892375812,602,526,133,28,84,82,4,0.252728,NA,NA,NA,NA,NA,NA,0.28879133958437114,0.33666221255822737,0.4616794540738255,0.03300215434405244,0.04152412421347123,1.1616592847739475,0,0,0,0,0,0,1.1616592847739475,0,1,0,0,0,0,1,0,1,0,0,1B,0.4466098192993388,0.4466098192993388,0.11345374055100294,0.1106175841262747,0.19705830356809623,0.04125269293006554,-0.01577250187610062,0,0,0,0,0,0.1753375990333682,0.2260446284319527,0.26462115050572926,-0.0082505385860131,0.05729662608957185,0,0,0,0,0,0.7150494654746089,0,0.7150494654746089,0.7150494654746089,2.8238044459027156,2.6138002059732233,3.3298346890579897,-0.5275498241500584,2.4304590143210043,0,0,0,0,0,10.670348531104873,10.670348531104873,Big Red Machine,1B,2027,11,0,0.7150494654746089
Otto Lopez,MIA,hitter,13.640805578846564,609,557,148,12,67,65,16,0.265814,NA,NA,NA,NA,NA,NA,0.23034547323991503,0.14428380538209745,0.3659654209121787,0.13200861737620975,0.09791078403714742,0.9705141009475484,0,0,0,0,0,0,0.9705141009475484,0,0,1,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.13476929180603983,0.09378447349836336,0.22971367958795216,0.07425484727411799,0.08873021649078934,0,0,0,0,0,0.6212525086572628,0,0.6212525086572628,0.6212525086572628,2.1704536133213024,2.269001029866117,1.3815271582261874,4.74794841735053,3.7638368823944246,0,0,0,0,0,14.332767101158565,14.332767101158565,Big Red Machine,Util,2,1,0,0.6212525086572628
Joey Ortiz,MIL,hitter,9.095185550218492,630,570,141,12,73,66,15,0.248125,NA,NA,NA,NA,NA,NA,0.25097342606737016,0.14428380538209745,0.3715956581569815,0.12375807879019664,0.02558161468572894,0.9161925830823746,0,0,0,0,0,0,0.9161925830823746,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.15539724463349497,0.09378447349836336,0.2353439168327549,0.06600430868810486,0.01640104713937086,0,0,0,0,0,0.566930990792089,0,0.566930990792089,0.566930990792089,2.502665901074564,2.324613800205973,1.3815271582261874,4.22039859320047,0.6957141385929293,0,0,0,0,0,11.124919591300124,11.124919591300124,Big Red Machine,3B,Opt,6,0,0.566930990792089
Kyle Stowers,MIA,hitter,16.028629081364194,609,537,130,27,73,84,4,0.242913,NA,NA,NA,NA,NA,NA,0.25097342606737016,0.32463856210971925,0.472939928563431,0.03300215434405244,0.00338853468215952,1.0849426057667324,0,0,0,0,0,0,1.0849426057667324,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.11964212639923948,0.2188304381628478,0.2657471979546898,-0.04620301608167341,0.00838555372705885,0,0,0,0,0,0.5664023001621625,0,0.5664023001621625,0.5664023001621625,1.926831268968912,2.624922760041194,3.223563369194437,-2.9542790152403295,0.3557058423325319,0,0,0,0,0,5.176744225296747,5.176744225296747,Big Red Machine,OF,2,3,0,0.5664023001621625
Michael King,SDP,pitcher,12.47717777546649,NA,NA,NA,NA,NA,NA,NA,NA,161,10,0,170,3.68187,1.24562,0,0,0,0,0,0,0.2452991146598476,0,0.4691298776596619,0.0926645976820885,0.06533515105462061,0.8724287410562186,0.8724287410562186,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.10547861930373448,-0.03627746556510604,0.236220691339218,0.06933111337520076,0.05370359176506151,0,0.4284565502181087,0.4284565502181087,0.4284565502181087,0,0,0,0,0,5.443037974683549,-3.9795918367346976,5.878522738834062,5.423121962531253,3.984207850643433,16.749298689957598,16.749298689957598,Big Red Machine,P,Opt,2,0,0.4284565502181087
Sandy Alcantara,MIA,pitcher,8.013548028279786,NA,NA,NA,NA,NA,NA,NA,NA,188,11,0,156,4.0763,1.25794,0,0,0,0,0,0,0.26982902612583237,0,0.4304956524406309,0.07510630517626482,0.07036356130577055,0.8457945450484987,0.8457945450484987,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.13000853076971924,-0.03627746556510604,0.19758646612018704,0.05177282086937708,0.05873200201621145,0,0.4018223542103887,0.4018223542103887,0.4018223542103887,0,0,0,0,0,6.708860759493677,-3.9795918367346976,4.917082103978023,4.049701616638754,4.357259837306295,16.053312480682052,16.053312480682052,Big Red Machine,P,2,18,0,0.4018223542103887
