Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chandler Simpson","TBR",33,144,133,37,30,5,1,0,18,12,9,0,17,0,1,2,,14,2,0.278997,0.0596596,0.118478,0.50355,0.323038,0.34106,0.294308,0.664098,0.0620626,7.27205,0.315563,1.36034,1.65966,14.5932,-2.2429,85.3907,3.02,-0.415595,0.5451939105987549,0.001534193754196167,0.570649,999,,,,,,,142.4,4.315151515,142.4,4.315151515,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
"Zach McKinstry","DET",41,175,157,38,25,7,2,3,21,15,15,0,38,1,1,1,,6,1,0.239885,0.0877235,0.215849,0.406411,0.311105,0.374697,0.301765,0.685801,0.134812,6.91894,0.294026,0.318121,0.361481,18.7804,-1.67103,91.6665,0.679602,-0.186631,-1.0352248549461365,0.5034928768873215,0.569801,557.5800170898438,,,,,,,172.3,4.202439024,172.3,4.202439024,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Hunter Goodman","COL",44,179,165,41,22,9,1,8,22,27,11,0,47,2,1,0,,1,0,0.249658,0.0600968,0.264991,0.226788,0.300247,0.472756,0.330825,0.773003,0.223098,3.91218,0.296096,-0.212237,-0.220659,23.3399,2.48303,99.8606,-0.432896,-1.37489,-0.46179700642824173,0.14177942276000977,0.567486,315.19000244140625,,,,,,,212.5,4.829545454,212.5,4.829545454,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Ramón Urías","HOU",35,151,136,34,23,6,1,4,18,18,12,0,32,2,1,0,,1,0,0.252176,0.0764302,0.209545,0.364744,0.31689,0.404318,0.315727,0.721208,0.152142,3.68948,0.294629,-0.145701,-0.170679,17.8979,0.26009,101.359,-0.31638,-0.0724183,-0.07524676620960236,0.3365323096513748,0.565685,689.4400024414062,,,,,,,159,4.542857142,159,4.542857142,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Willi Castro","MIN",44,189,168,42,28,8,1,5,25,18,15,0,44,5,1,1,,5,2,0.251949,0.0780266,0.23178,0.336641,0.327478,0.399179,0.31969,0.726657,0.14723,6.12833,0.312677,0.250395,0.0819413,22.9839,0.929061,103.179,0.332336,-1.31946,1.0377683341503143,-2.094457745552063,0.564612,228.25,,,,,,,207,4.704545454,207,4.704545454,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Tyler O'Neill","BAL",38,165,145,34,20,6,1,8,22,22,17,1,49,2,1,0,,2,1,0.236492,0.101166,0.300164,0.337036,0.321461,0.450427,0.332826,0.771888,0.213935,4.5298,0.295866,-0.0341317,-0.0292679,21.7979,2.55665,113.212,-0.0633996,-0.693635,2.4943472892045975,-2.7220299243927,0.56421,200.11000061035156,,,,,,,201.7,5.307894736,201.7,5.307894736,,,,,,,,,,,,,,,,,,,"Tyler O'Neill","15711",641933
"Ke'Bryan Hayes","CIN",47,204,188,47,35,8,1,3,21,19,13,0,40,2,1,0,,6,2,0.250724,0.0626971,0.193943,0.323276,0.302079,0.361148,0.291976,0.663226,0.110424,5.40866,0.298463,0.204257,0.180651,20.2327,-3.55164,81.1756,0.384908,2.16593,-4.0671873688697815,2.893861413002014,0.563733,362.1099853515625,,,,,,,183.1,3.89574468,183.1,3.89574468,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Alec Bohm","PHI",32,138,127,35,24,7,0,4,16,18,9,0,21,1,1,0,,1,0,0.277769,0.0632205,0.152871,0.413554,0.327657,0.42077,0.325625,0.748427,0.143001,3.28904,0.306827,-0.331572,-0.164171,17.4001,1.33544,107.568,-0.495743,-0.165331,0.7131569087505341,0.22633613646030426,0.559464,164.69000244140625,,,,,,,158.8,4.9625,158.8,4.9625,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Jake Meyers","HOU",28,121,109,28,19,5,0,3,14,13,9,0,27,2,1,0,,4,1,0.25321,0.073665,0.21868,0.336862,0.31667,0.386453,0.309447,0.703123,0.133242,5.44785,0.308282,0.190946,0.129502,13.7581,-0.405604,97.0471,0.320448,0.894171,-0.10037878155708313,1.3276588320732117,0.559241,454.8800048828125,,,,,,,128.3,4.582142857,128.3,4.582142857,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Jasson Domínguez","NYY",43,187,166,40,26,8,1,6,25,22,19,0,49,1,1,0,,8,1,0.240656,0.102347,0.261961,0.390696,0.320019,0.396655,0.314935,0.716674,0.155999,5.85079,0.304561,0.382306,0.66669,21.9847,0.20212,100.929,1.049,-0.266275,1.252698853611946,-2.299607992172241,0.557305,141.52000427246094,,,,,,,215.7,5.016279069,215.7,5.016279069,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Carlos Narváez","BOS",32,125,111,26,17,6,0,3,14,13,13,0,36,1,1,0,,1,0,0.232121,0.101052,0.286027,0.353295,0.316643,0.369096,0.304467,0.685739,0.136975,2.88694,0.311379,-0.149433,-0.139391,13.7014,-0.921797,88.4576,-0.288824,0.606486,-1.987096905708313,3.054016590118408,0.556728,733.510009765625,,,,,,,124.1,3.878125,124.1,3.878125,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Vinnie Pasquantino","KCR",48,208,187,49,31,10,1,8,24,29,18,1,29,2,2,0,,1,0,0.263874,0.0854541,0.137857,0.619876,0.331586,0.448359,0.336604,0.779945,0.184485,2.88647,0.273067,-0.570026,-0.242627,28.1849,3.86604,111.646,-0.812653,0.212971,2.0370193123817444,-3.91743004322052,0.548773,119.11000061035156,,,,,,,259.2,5.4,259.2,5.4,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Luis Arraez","SDP",49,211,196,59,46,10,1,2,25,20,11,1,9,2,1,1,,2,1,0.301638,0.0512919,0.0427831,1.19888,0.341002,0.391627,0.319746,0.732628,0.0899889,4.2984,0.307779,-0.148161,-0.260408,25.6313,1.04521,108.982,-0.408569,0.52705,1.7874515652656555,-3.3498013019561768,0.546677,185.14999389648438,,,,,,,227.9,4.651020408,227.9,4.651020408,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Ben Rice","NYY",32,135,119,28,16,5,0,6,18,18,13,0,32,2,1,0,,1,1,0.237965,0.0976941,0.23875,0.409191,0.321622,0.44987,0.334652,0.771491,0.211904,4.0447,0.270029,-0.12015,-0.138475,18.0454,2.29194,114.467,-0.258625,-0.742673,2.034459799528122,-1.4093398451805115,0.545669,400.7200012207031,,,,,,,152.8,4.775,152.8,4.775,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Alek Thomas","ARI",40,172,158,39,26,8,1,4,20,18,10,0,35,2,1,1,,4,1,0.248513,0.0605916,0.200946,0.301531,0.299566,0.386749,0.299485,0.686315,0.138236,5.88351,0.294585,0.228207,0.106442,18.0897,-1.95327,89.8185,0.334649,0.737254,-1.6945576667785645,1.3506795167922974,0.541592,558.010009765625,,,,,,,167.7,4.1925,167.7,4.1925,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Jonathan India","KCR",48,206,178,44,30,10,1,4,25,20,21,0,36,5,2,0,,3,1,0.249233,0.102754,0.176867,0.58097,0.342749,0.383555,0.32356,0.726304,0.134322,4.4327,0.288652,-0.0968386,-0.180388,25.7078,1.65621,102.69,-0.277226,-0.951054,0.37377917766571045,-2.276053726673126,0.538355,232.60000610351562,,,,,,,221.6,4.616666666,221.6,4.616666666,,,,,,,,,,,,,,,,,,,"Jonathan India","21523",663697
"Jesús Sánchez","MIA",41,176,158,39,25,8,1,6,21,21,15,1,43,1,1,0,,4,1,0.249759,0.0854925,0.245535,0.348189,0.318312,0.427953,0.32383,0.746265,0.178194,5.31622,0.303693,-0.10589,0.20443,21.9735,1.45143,106.28,0.0985405,-0.223223,1.3801747187972069,-2.039580598473549,0.522829,271.2699890136719,,,,,,,198.5,4.841463414,198.5,4.841463414,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Francisco Alvarez","NYM",31,124,111,25,16,4,0,5,14,16,11,0,31,1,1,0,,0,0,0.229119,0.0915722,0.25145,0.364176,0.305645,0.396761,0.307918,0.702406,0.167643,2.05579,0.273011,-0.320834,-0.171661,13.9387,-0.568658,101.047,-0.492495,-0.73587,-0.34144194424152374,1.2843458652496338,0.514977,244.35000610351562,,,,,,,123.6,3.987096774,123.6,3.987096774,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Kerry Carpenter","DET",37,160,147,38,22,7,1,8,20,22,9,1,38,2,1,0,,1,0,0.258865,0.0588102,0.237119,0.24802,0.310762,0.476491,0.336781,0.787252,0.217626,3.6902,0.295208,-0.371559,-0.23139,21.5983,2.98225,115.709,-0.602949,-0.0639651,2.3394314646720886,-2.864582359790802,0.51442,191.8800048828125,,,,,,,201.9,5.456756756,201.9,5.456756756,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Mark Vientos","NYM",38,163,148,36,22,7,0,7,19,22,12,0,45,1,1,0,,0,0,0.241974,0.0754797,0.276254,0.273226,0.30441,0.436663,0.320746,0.741073,0.194688,2.27517,0.295727,-0.433476,-0.235868,19.9118,0.937709,109.959,-0.669343,-0.349887,1.2096731066703796,-1.519485890865326,0.51433,105.8499984741211,,,,,,,178.7,4.702631578,178.7,4.702631578,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Agustín Ramírez","MIA",46,189,172,41,25,9,0,7,21,24,15,0,38,1,1,0,,3,1,0.238743,0.0774993,0.201693,0.384244,0.301068,0.41058,0.309324,0.711648,0.171838,3.97203,0.267221,-0.0741033,0.0407667,21.4089,-0.650334,96.2031,-0.0333367,-0.654683,-0.8661857396364212,-0.34912729263305664,0.50973,437.8900146484375,,,,,,,200.4,4.356521739,200.4,4.356521739,,,,,,,,,,,,,,,,,,,"Agustin Ramirez","26546",682663
"Paul Goldschmidt","NYY",40,175,157,40,26,8,0,6,23,21,16,1,41,1,1,0,,2,0,0.255888,0.0904166,0.231955,0.389803,0.325807,0.426736,0.327012,0.752543,0.170848,3.88798,0.305627,0.0227002,-0.00324479,22.3145,1.89329,109.222,0.0194554,0.129324,1.9142311457544565,-3.0290088653564453,0.50872,174.5399932861328,,,,,,,201.4,5.035,201.4,5.035,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Jacob Young","WSN",39,170,153,38,30,6,1,1,19,12,11,0,30,3,1,3,,10,2,0.250974,0.0652287,0.175418,0.371846,0.31132,0.319426,0.283088,0.630746,0.0684522,6.45862,0.304959,0.593682,0.688271,15.688,-4.18858,79.8524,1.28195,1.36007,-2.7001854181289673,1.968401551246643,0.496779,294.55999755859375,,,,,,,147.7,3.787179487,147.7,3.787179487,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Jacob Wilson","ATH",20,86,79,24,18,4,0,1,11,9,5,0,8,1,1,1,,1,0,0.300424,0.0545626,0.0873157,0.624889,0.344091,0.419222,0.333013,0.763313,0.118799,4.03285,0.315111,-0.088138,-0.0887602,11.3746,1.34554,109.693,-0.176898,-0.0346038,0.8011717647314072,0.8862295262515545,0.480427,327.1499938964844,,,,,,,96.3,4.815,96.3,4.815,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Parker Meadows","DET",26,112,100,24,15,4,1,3,14,11,10,0,26,1,1,0,,4,1,0.23701,0.0903828,0.233408,0.387231,0.310196,0.400933,0.31078,0.711129,0.163923,6.83939,0.287554,0.224014,0.238785,12.8552,-0.254668,97.8565,0.462799,0.167543,0.18005332350730896,0.5687774270772934,0.477688,287.75,,,,,,,117.7,4.526923076,117.7,4.526923076,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Javier Báez","DET",41,175,164,39,26,7,1,5,20,21,8,0,40,3,1,0,,3,1,0.238215,0.0436928,0.230179,0.189821,0.281025,0.381373,0.288558,0.662398,0.143157,5.11812,0.285489,0.0663713,0.0366695,16.9146,-3.53688,82.5991,0.103041,0.279981,-3.4776372611522675,2.0454130470752716,0.47689,631.5399780273438,,,,,,,163.3,3.982926829,163.3,3.982926829,,,,,,,,,,,,,,,,,,,"Javier Baez","12979",595879
"Dylan Crews","WSN",35,149,135,32,21,6,1,4,18,16,11,0,34,2,1,0,,8,2,0.238868,0.0718897,0.229329,0.313478,0.304626,0.395945,0.307111,0.700571,0.157077,6.82183,0.286464,0.35576,0.541317,16.6458,-0.780239,96.5417,0.897077,0.873778,0.29782795906066895,-0.5595554113388062,0.474722,123.19000244140625,,,,,,,153.5,4.385714285,153.5,4.385714285,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Spencer Horwitz","PIT",38,165,144,38,25,9,0,4,19,18,18,1,32,2,1,0,,1,0,0.262119,0.107901,0.193937,0.556372,0.348947,0.400568,0.330548,0.749515,0.138449,2.66847,0.312057,-0.304679,-0.262656,21.4951,2.25385,110.294,-0.567334,0.803083,1.4022873640060425,-2.1740772128105164,0.474359,382.5899963378906,,,,,,,194.4,5.115789473,194.4,5.115789473,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Salvador Perez","KCR",48,198,184,46,29,9,0,8,20,29,10,2,42,3,2,0,,0,0,0.250385,0.0501928,0.213021,0.235624,0.297794,0.425475,0.310257,0.723269,0.17509,1.23523,0.282532,-0.900985,-0.269359,22.6173,-0.533287,93.5568,-1.17034,0.0637151,-2.6711803674697876,0.33362237364053726,0.465924,74.0199966430664,,,,,,,213.9,4.45625,213.9,4.45625,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"Colt Keith","DET",40,173,156,40,26,8,1,5,21,20,15,0,35,1,1,0,,1,0,0.256315,0.084913,0.201046,0.422356,0.320919,0.414539,0.3204,0.735458,0.158224,4.13457,0.297734,-0.179444,-0.0962143,21.1388,0.94955,104.462,-0.275658,0.0611853,0.630652517080307,-2.113506179302931,0.463658,257.2099914550781,,,,,,,193.8,4.845,193.8,4.845,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Nolan Gorman","STL",32,137,122,27,16,5,0,6,17,18,13,1,44,1,1,0,,1,0,0.222987,0.0971344,0.319643,0.303884,0.300937,0.421274,0.312921,0.722211,0.198287,3.42182,0.287594,-0.0685939,-0.0865494,15.9199,-0.0741873,102.228,-0.155143,0.100645,0.19923511147499084,-0.1802189126610756,0.462459,384.6400146484375,,,,,,,144,4.5,144,4.5,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
"Nolan Schanuel","LAA",47,204,175,46,34,8,1,4,25,19,23,1,31,3,1,1,,3,1,0.262977,0.112859,0.150704,0.748878,0.355944,0.381743,0.328086,0.737687,0.118766,4.15602,0.296997,-0.226353,-0.134499,26.166,2.38159,108.139,-0.360852,-0.525839,1.586900681257248,-4.165499448776245,0.460411,309.1099853515625,,,,,,,230,4.893617021,230,4.893617021,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Mike Tauchman","CHW",41,179,153,37,25,7,1,4,23,18,23,0,38,1,1,0,,2,1,0.241311,0.126359,0.214129,0.590109,0.341875,0.380684,0.321905,0.72256,0.139373,4.26426,0.29164,-0.106529,-0.123871,22.0418,1.19705,104.437,-0.2304,-0.0560722,0.7001994848251343,-2.427985832095146,0.458408,519.6300048828125,,,,,,,190.8,4.653658536,190.8,4.653658536,,,,,,,,,,,,,,,,,,,"Mike Tauchman","15274",643565
"Harrison Bader","MIN",37,159,145,35,24,7,0,4,19,18,10,0,33,3,1,0,,6,2,0.242,0.0627374,0.211134,0.297146,0.299672,0.377714,0.2973,0.677386,0.135714,5.46472,0.285646,0.332063,0.321802,16.4314,-2.08383,87.8065,0.653866,0.995361,-1.6176984906196594,0.5620278716087341,0.456602,472.25,,,,,,,153.7,4.154054054,153.7,4.154054054,,,,,,,,,,,,,,,,,,,"Harrison Bader","18030",664056
"Adolis García","TEX",48,208,189,44,27,9,0,8,25,29,16,0,55,2,2,0,,4,1,0.234451,0.0746095,0.266021,0.280464,0.297398,0.418237,0.31043,0.715635,0.183785,4.46345,0.283422,0.0440272,0.0229582,23.7876,-0.531212,98.1618,0.0669853,-0.0421493,-0.38279619067907333,-2.4058838076889515,0.45506,151.52000427246094,,,,,,,217.5,4.53125,217.5,4.53125,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Brett Baty","NYM",33,142,128,30,20,5,1,5,16,16,11,0,36,1,1,0,,1,0,0.233671,0.0799222,0.255593,0.312693,0.30093,0.392263,0.303485,0.693193,0.158593,3.72558,0.287118,-0.0826046,-0.129134,15.4121,-1.15683,97.9676,-0.211739,-0.201706,-0.5465837717056274,0.30539266765117645,0.452161,465.25,,,,,,,145.1,4.396969696,145.1,4.396969696,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Mike Yastrzemski","SFG",41,176,155,36,21,8,1,6,21,19,18,1,43,2,1,1,,2,1,0.230912,0.10381,0.243987,0.425474,0.316709,0.406811,0.315881,0.72352,0.175899,4.7814,0.280888,-0.0936889,-0.160981,20.9029,0.325438,105.414,-0.25467,-0.325418,0.8531653881072998,-2.2147698998451233,0.451975,440.7799987792969,,,,,,,192.9,4.704878048,192.9,4.704878048,,,,,,,,,,,,,,,,,,,"Mike Yastrzemski","14854",573262
"Joey Bart","PIT",29,113,100,24,17,4,0,3,11,13,10,0,30,2,1,0,,0,0,0.241697,0.089556,0.264248,0.33891,0.322666,0.374592,0.31005,0.697258,0.132895,2.01044,0.312554,-0.199981,-0.179061,12.8935,-0.323414,96.0537,-0.379042,-0.528571,-0.8976906836032867,1.5816141366958618,0.451104,258.5799865722656,,,,,,,110.2,3.8,110.2,3.8,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Drake Baldwin","ATL",29,115,103,26,18,4,0,3,13,14,11,0,23,1,1,0,,0,0,0.249596,0.0929407,0.199729,0.465333,0.32417,0.387753,0.314336,0.711923,0.138157,2.05458,0.290267,-0.180253,-0.154312,13.5393,0.0692492,100.986,-0.334565,-0.182947,-0.20252294838428497,0.8016207367181778,0.44964,999,,,,,,,118.4,4.08275862,118.4,4.08275862,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Nathaniel Lowe","WSN",47,203,179,46,32,8,1,6,23,25,21,0,47,1,1,0,,1,0,0.25415,0.103749,0.229959,0.451163,0.334938,0.399522,0.32358,0.73446,0.145372,2.81699,0.310683,-0.679345,-0.28313,25.323,1.63446,107.983,-0.962475,0.441613,0.9180150628089905,-3.18338680267334,0.4483,262.8599853515625,,,,,,,231.8,4.931914893,231.8,4.931914893,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Thairo Estrada","COL",45,196,183,49,34,9,1,5,23,23,8,0,37,3,1,0,,4,2,0.265251,0.040401,0.189602,0.213083,0.305439,0.402035,0.308312,0.707474,0.136784,4.9095,0.307539,0.162028,-0.0543554,22.0375,-0.83426,84.22,0.107673,0.727802,-3.4811829328536987,1.42780202627182,0.446654,334.20001220703125,,,,,,,205.2,4.56,205.2,4.56,,,,,,,,,,,,,,,,,,,"Thairo Estrada","16426",642731
"Wenceel Pérez","DET",38,166,151,37,24,7,2,4,21,18,13,0,34,1,1,0,,4,1,0.246604,0.0766151,0.201512,0.380202,0.308163,0.407905,0.311784,0.716068,0.161301,6.33716,0.286957,0.00812479,0.0461291,19.1603,-0.242381,98.5456,0.0542539,-0.335413,-0.22968240454792976,-1.1860299110412598,0.44656,522.469970703125,,,,,,,172.3,4.534210526,172.3,4.534210526,,,,,,,,,,,,,,,,,,,"Wenceel Perez","22857",672761
"Brooks Lee","MIN",45,194,179,45,32,9,1,5,20,22,12,1,34,1,2,0,,2,1,0.252863,0.0610699,0.174076,0.350824,0.299277,0.383313,0.297068,0.68259,0.13045,3.75743,0.286157,-0.227687,-0.149007,20.0196,-2.57983,87.6467,-0.376694,-0.15658,-3.1856788098812103,0.7850869297981262,0.442585,420.2699890136719,,,,,,,191.8,4.262222222,191.8,4.262222222,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Alec Burleson","STL",35,151,139,38,26,6,0,5,17,20,9,0,20,1,1,0,,2,1,0.272613,0.0624679,0.133731,0.467114,0.320798,0.432387,0.326635,0.753185,0.159774,3.50806,0.285161,-0.274937,-0.0906319,19.1502,1.58292,111.756,-0.365569,-0.291139,1.68806591629982,-2.321386069059372,0.440447,247.38999938964844,,,,,,,169.2,4.834285714,169.2,4.834285714,,,,,,,,,,,,,,,,,,,"Alec Burleson","27615",676475
"Yoán Moncada","LAA",33,144,129,31,19,7,1,4,16,16,13,0,40,1,1,0,,1,0,0.240654,0.0911833,0.277757,0.328284,0.315328,0.40274,0.314873,0.718068,0.162086,4.04689,0.313254,-0.138344,-0.119321,16.9851,0.149017,99.0668,-0.257665,-0.363594,-0.4157439172267914,-0.3063407838344574,0.439736,529.9299926757812,,,,,,,152.1,4.609090909,152.1,4.609090909,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Kyle Teel","CHW",34,138,122,29,21,5,0,3,15,14,14,0,36,1,1,0,,2,1,0.239434,0.10125,0.261818,0.386719,0.320865,0.353339,0.301078,0.674204,0.113905,3.64694,0.314035,-0.103164,-0.131295,14.7389,-1.39478,90.1374,-0.234459,-0.301864,-1.8354725539684296,1.2930435538291931,0.436816,999,,,,,,,129.1,3.797058823,129.1,3.797058823,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Hyeseong Kim","LAD",27,115,106,28,20,5,1,2,15,12,7,0,22,1,1,0,,5,1,0.26272,0.0638874,0.190809,0.334825,0.313386,0.378696,0.303722,0.692082,0.115976,6.54624,0.31296,0.32652,0.427954,12.4509,-0.911106,94.4385,0.754474,0.0495627,0.015522122383117676,0.4748713858425617,0.435313,487.30999755859375,,,,,,,120.5,4.462962962,120.5,4.462962962,,,,,,,,,,,,,,,,,,,"Hyeseong Kim","35322",808975
"Trevor Larnach","MIN",37,159,140,35,22,7,1,6,20,20,16,1,38,1,1,0,,1,0,0.248251,0.0991096,0.240085,0.41281,0.327467,0.426867,0.328385,0.754334,0.178616,3.80586,0.29784,-0.33383,-0.191459,20.4073,1.89212,109.149,-0.525289,-0.394007,1.1790945529937744,-2.4940075278282166,0.429855,321.239990234375,,,,,,,191.3,5.17027027,191.3,5.17027027,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Pedro Pagés","STL",31,123,113,26,17,5,0,3,12,13,8,0,30,1,1,1,,1,0,0.228723,0.0680321,0.245486,0.277133,0.285902,0.360671,0.284361,0.646573,0.131947,2.77696,0.282053,-0.152457,-0.106177,11.4789,-2.90452,82.387,-0.258634,0.498742,-2.7777430415153503,2.90614914894104,0.427372,565.75,,,,,,,104.2,3.361290322,104.2,3.361290322,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Isiah Kiner-Falefa","PIT",48,208,192,51,40,8,1,2,22,18,10,0,33,3,1,1,,6,2,0.265856,0.0494041,0.156017,0.316659,0.310789,0.350121,0.292364,0.66091,0.0842647,5.45219,0.308503,0.289483,0.206145,20.7525,-3.5664,83.7664,0.495627,-0.597812,-3.4299953877925873,0.768082857131958,0.425533,373.9700012207031,,,,,,,186.1,3.877083333,186.1,3.877083333,,,,,,,,,,,,,,,,,,,"Isiah Kiner-Falefa","16512",643396
"Gabriel Arias","CLE",40,173,158,37,24,8,1,4,18,17,11,0,51,2,1,0,,3,1,0.232478,0.0631349,0.294563,0.214334,0.287593,0.370582,0.288473,0.658175,0.138103,4.93003,0.312183,-0.0847865,-0.0534017,16.6524,-3.4965,83.2569,-0.138188,-0.0311153,-3.532532572746277,1.685551417991519,0.424856,654.6400146484375,,,,,,,157.6,3.94,157.6,3.94,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Ernie Clement","TOR",27,117,110,30,21,6,0,2,13,12,5,0,12,1,1,1,,2,1,0.269091,0.0406897,0.101088,0.402517,0.301474,0.395026,0.302642,0.6965,0.125935,4.7129,0.282319,-0.109486,-0.00617249,12.6029,-1.03135,92.1237,-0.115658,0.777775,-1.1961600035429,1.1950590014457703,0.416329,372.2900085449219,,,,,,,113.2,4.192592592,113.2,4.192592592,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Dane Myers","MIA",30,131,119,30,22,5,1,3,15,14,9,0,35,2,1,0,,5,1,0.256012,0.0682406,0.269396,0.25331,0.315217,0.385178,0.308144,0.700396,0.129167,5.57238,0.336297,0.0998182,0.232557,14.6787,-0.574107,95.3827,0.332375,0.243666,-0.3679322302341461,0.13332679867744446,0.41495,658.6900024414062,,,,,,,137.1,4.57,137.1,4.57,,,,,,,,,,,,,,,,,,,"Dane Myers","22054",667472
"Jorge Polanco","SEA",37,160,144,34,22,6,0,6,18,20,14,0,37,1,1,0,,2,1,0.236338,0.0885112,0.228258,0.387768,0.308033,0.407347,0.311989,0.71538,0.171009,2.96579,0.272156,-0.153647,-0.15512,18.4997,-0.207142,104.779,-0.308767,-0.21517,0.590817004442215,-2.1290591806173325,0.412664,412.9800109863281,,,,,,,166.2,4.491891891,166.2,4.491891891,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Tyler Freeman","COL",44,189,167,46,33,9,1,3,25,19,14,0,24,6,2,1,,7,2,0.2778,0.0722908,0.125223,0.577298,0.350248,0.406648,0.333835,0.756896,0.128848,5.90622,0.303793,0.389895,0.292569,25.1391,3.08424,101.952,0.682464,-0.026987,1.110490769147873,-3.318653777241707,0.407166,603,,,,,,,218.3,4.961363636,218.3,4.961363636,,,,,,,,,,,,,,,,,,,"Tyler Freeman","22532",671289
"Miguel Vargas","CHW",46,199,175,40,24,10,1,6,23,23,20,0,40,2,2,0,,3,1,0.230376,0.10148,0.201019,0.504829,0.315546,0.40144,0.314824,0.716986,0.171064,4.23846,0.261192,-0.0669114,-0.129102,23.4478,0.19792,99.5756,-0.196013,-0.260779,-0.29528456181287766,-2.657229781150818,0.405506,388.3399963378906,,,,,,,209,4.54347826,209,4.54347826,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Freddy Fermin","KCR",24,96,88,22,17,4,0,2,10,10,6,0,18,1,1,0,,0,0,0.253931,0.0664382,0.184807,0.3595,0.306878,0.36499,0.295941,0.671868,0.111059,2.61967,0.295869,-0.135755,-0.111357,9.86882,-1.37054,83.7269,-0.247112,0.754468,-2.087381064891815,2.635640561580658,0.39986,376.2200012207031,,,,,,,86.6,3.608333333,86.6,3.608333333,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Casey Schmitt","SFG",26,112,103,25,17,5,0,3,12,13,7,0,26,1,1,0,,1,0,0.247434,0.060276,0.229422,0.26273,0.299985,0.399036,0.304817,0.699022,0.151602,3.54229,0.296106,-0.140934,-0.0986958,12.3009,-0.793837,97.7272,-0.23963,0.34128,-0.5355776697397232,0.7256932854652405,0.396637,743.6099853515625,,,,,,,105.6,4.061538461,105.6,4.061538461,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
